row_type,sample_id,symbol,anchor_timestamp,source_mode,session,volatility_bucket,daily_atr_at_anchor,direction_guess,direction_confidence,direction_source_timeframe,sweep_type,swept_level,sweep_extreme,sweep_timestamp,direction_reason_codes,entry_hypothesis_type,entry_price,entry_level_source,entry_level_confidence,entry_level_reason_codes,entry_is_heuristic,entry_level_is_heuristic,entry_direction_conflict,pip_size,matched_control_for_entry_source,matched_control_for_session,control_generation_method,control_random_seed,control_lookahead_safe,sweep_control_lookback_minutes,sweep_control_anchor_delay_minutes,control_skip_reason,sl_20_price,sl_40_price,sl_20_hit,sl_40_hit,time_to_sl_20_minutes,time_to_sl_40_minutes,reaction_5m_pips,reaction_15m_pips,reaction_30m_pips,reaction_60m_pips,reaction_240m_pips,time_to_50_pips_minutes,time_to_100_pips_minutes,time_to_250_pips_minutes,time_to_500_pips_minutes,time_to_1000_pips_minutes,fast_reaction_100pips_15m,slow_reaction_100pips_30m_plus,immediate_reaction_good,max_favorable_pips,max_adverse_pips,time_to_max_favorable_minutes,time_to_max_adverse_minutes,hit_50_pips,hit_100_pips,hit_250_pips,hit_500_pips,hit_1000_pips,be_possible_after_100_pips,returned_to_entry_after_100_pips,be_would_protect_after_100_pips,accumulation_after_entry,dirty_chop_after_entry,entry_cross_count_first_60m,m5_followthrough_quality,automatic_outcome_label,secondary_outcome_flags,reason_codes,limitations,visual_html_path
CANDIDATE,sample_001,XAUUSD,2026-01-29T14:30:00+00:00,CANDIDATE_WINDOW_MODE,NEW_YORK_OPEN,LOW,114.3743,SHORT,MEDIUM,M5,UPWARD_SWEEP,5539.62,5540.3,2026-01-29T14:20:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5530.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,5532.0,5534.0,True,True,116.0,116.0,,,,,2255.5,109.0,111.0,126.0,151.0,158.0,False,True,False,4317.7,197.6,178.0,118.0,True,True,True,True,True,True,True,True,True,False,0,GOOD,NO_REACTION,ACCUMULATION_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL|SLOW_100P_REACTION,,examples/sample_001.html
CANDIDATE,sample_002,XAUUSD,2026-01-29T18:45:00+00:00,CANDIDATE_WINDOW_MODE,OTHER,LOW,114.3743,SHORT,HIGH,M5,UPWARD_SWEEP,5297.22,5311.19,2026-01-29T18:30:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5311.19,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,True,False,0.1,,,,,,,,,5313.19,5315.19,True,True,30.0,30.0,474.9,304.0,-90.8,-394.4,-498.1,0.0,0.0,0.0,2.0,,True,False,True,826.2,641.8,9.0,59.0,True,True,True,True,False,True,True,True,False,False,1,GOOD,GOOD_FAST_REACTION,RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|FAST_100P_REACTION,,examples/sample_002.html
CANDIDATE,sample_003,XAUUSD,2026-01-30T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA_OPEN,MID,145.4793,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,5426.08,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,DIRECTION_NOT_INFERRED,examples/sample_003.html
CANDIDATE,sample_004,XAUUSD,2026-02-02T06:45:00+00:00,CANDIDATE_WINDOW_MODE,LONDON,MID,191.7493,SHORT,HIGH,M5,UPWARD_SWEEP,4705.12,4713.46,2026-02-02T06:45:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4680.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,4682.0,4684.0,True,True,0.0,0.0,-81.0,11.4,214.7,1170.3,433.4,11.0,22.0,28.0,46.0,59.0,False,False,True,2778.6,334.6,113.0,2.0,True,True,True,True,True,True,True,True,False,True,3,GOOD,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL|SL20_BEFORE_50P,,examples/sample_004.html
CANDIDATE,sample_005,XAUUSD,2026-02-02T01:15:00+00:00,CANDIDATE_WINDOW_MODE,ASIA_OPEN,MID,191.7493,LONG,HIGH,M5,DOWNWARD_SWEEP,4711.48,4698.82,2026-02-02T01:15:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,UNKNOWN_ENTRY_LEVEL,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,True,True,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_ENTRY_LEVEL,,UNKNOWN_ENTRY_LEVEL|EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,ENTRY_DIRECTION_CONFLICT,examples/sample_005.html
CANDIDATE,sample_006,XAUUSD,2026-02-04T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA_OPEN,HIGH,242.1543,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,4969.81,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,DIRECTION_NOT_INFERRED,examples/sample_006.html
CANDIDATE,sample_007,XAUUSD,2026-02-03T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA_OPEN,HIGH,222.2714,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,UNKNOWN_ENTRY_LEVEL,,UNKNOWN,UNKNOWN,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_ENTRY_LEVEL,,UNKNOWN_ENTRY_LEVEL|DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,examples/sample_007.html
CANDIDATE,sample_008,XAUUSD,2026-03-02T03:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA,MID,123.9536,LONG,HIGH,M5,DOWNWARD_SWEEP,5342.48,5340.88,2026-03-02T02:55:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5340.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,5338.0,5336.0,True,True,0.0,0.0,-51.7,-21.2,-291.3,-97.7,143.9,0.0,104.0,158.0,,,False,True,True,272.3,368.5,180.0,29.0,True,True,True,False,False,True,False,False,False,True,5,MODERATE,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,examples/sample_008.html
CANDIDATE,sample_009,XAUUSD,2026-03-02T07:15:00+00:00,CANDIDATE_WINDOW_MODE,LONDON,MID,123.9536,LONG,HIGH,M5,DOWNWARD_SWEEP,5345.66,5340.62,2026-03-02T07:15:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5345.23,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,True,False,0.1,,,,,,,,,5343.23,5341.23,True,True,1.0,1.0,55.8,56.5,151.4,305.8,510.8,0.0,18.0,50.0,112.0,,False,False,True,740.3,46.1,125.0,1.0,True,True,True,True,False,True,False,False,False,False,2,GOOD,GOOD_SLOW_REACTION,,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,,examples/sample_009.html
CANDIDATE,sample_010,XAUUSD,2026-03-03T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA_OPEN,MID,128.7714,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,5346.37,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,DIRECTION_NOT_INFERRED,examples/sample_010.html
CANDIDATE,sample_011,XAUUSD,2026-03-04T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA_OPEN,MID,149.0329,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,5110.0,ROUND_LEVEL,MEDIUM,ANCHOR_PRICE_NEAR_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|ANCHOR_PRICE_NEAR_ROUND_LEVEL,DIRECTION_NOT_INFERRED,examples/sample_011.html
CANDIDATE,sample_012,XAUUSD,2026-04-01T06:00:00+00:00,CANDIDATE_WINDOW_MODE,LONDON,HIGH,194.9686,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4678.65,4678.28,2026-04-01T05:40:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4690.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,4688.0,4686.0,True,True,0.0,0.0,-35.6,12.3,-33.9,-81.4,376.8,153.0,159.0,225.0,,,False,True,False,432.2,229.4,238.0,78.0,True,True,True,False,False,True,True,True,False,True,10,POOR,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,examples/sample_012.html
CANDIDATE,sample_013,XAUUSD,2026-04-01T01:15:00+00:00,CANDIDATE_WINDOW_MODE,ASIA,HIGH,194.9686,LONG,HIGH,M5,DOWNWARD_SWEEP,4664.16,4662.91,2026-04-01T01:10:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4663.03,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,True,False,0.1,,,,,,,,,4661.03,4659.03,False,False,,,15.4,109.0,203.1,144.6,317.7,0.0,0.0,23.0,129.0,,True,False,True,612.0,14.0,165.0,33.0,True,True,True,True,False,True,True,True,False,False,2,GOOD,GOOD_FAST_REACTION,RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|FAST_100P_REACTION,,examples/sample_013.html
CANDIDATE,sample_014,XAUUSD,2026-04-14T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA,MID,154.06,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,4750.12,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,DIRECTION_NOT_INFERRED,examples/sample_014.html
CANDIDATE,sample_015,XAUUSD,2026-04-09T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA,HIGH,205.4414,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,UNKNOWN_ENTRY_LEVEL,,UNKNOWN,UNKNOWN,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_ENTRY_LEVEL,,UNKNOWN_ENTRY_LEVEL|DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,examples/sample_015.html
CANDIDATE,sample_016,XAUUSD,2026-05-01T01:45:00+00:00,CANDIDATE_WINDOW_MODE,ASIA,LOW,108.3743,SHORT,MEDIUM,M5,UPWARD_SWEEP,4632.25,4632.27,2026-05-01T01:45:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4630.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,4632.0,4634.0,True,True,0.0,56.0,-0.5,-4.4,4.3,-9.2,76.9,75.0,111.0,,,,False,True,False,161.5,60.1,155.0,212.0,True,True,False,False,False,True,True,True,False,True,16,CHOP,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,examples/sample_016.html
CANDIDATE,sample_017,XAUUSD,2026-05-01T07:00:00+00:00,CANDIDATE_WINDOW_MODE,LONDON_OPEN,LOW,108.3743,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4626.34,4625.42,2026-05-01T06:40:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,UNKNOWN_ENTRY_LEVEL,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,True,True,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_ENTRY_LEVEL,,UNKNOWN_ENTRY_LEVEL|EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,ENTRY_DIRECTION_CONFLICT,examples/sample_017.html
CANDIDATE,sample_018,XAUUSD,2026-05-07T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA,LOW,111.7886,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,4678.94,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,DIRECTION_NOT_INFERRED,examples/sample_018.html
CANDIDATE,sample_019,XAUUSD,2026-05-12T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA,LOW,101.425,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,4740.0,ROUND_LEVEL,MEDIUM,ANCHOR_PRICE_NEAR_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|ANCHOR_PRICE_NEAR_ROUND_LEVEL,DIRECTION_NOT_INFERRED,examples/sample_019.html
CANDIDATE,sample_020,XAUUSD,2026-01-30T05:15:00+00:00,CANDIDATE_WINDOW_MODE,ASIA,MID,145.4793,LONG,MEDIUM,M5,DOWNWARD_SWEEP,5182.11,5166.99,2026-01-30T05:10:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5200.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,5198.0,5196.0,True,True,0.0,0.0,-185.7,129.4,-427.7,220.8,-292.9,10.0,15.0,56.0,,,True,False,True,413.9,755.3,127.0,225.0,True,True,True,False,False,True,True,True,False,True,5,GOOD,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL|SL20_BEFORE_50P|FAST_100P_REACTION,,examples/sample_020.html
CANDIDATE,sample_021,XAUUSD,2026-01-30T09:30:00+00:00,CANDIDATE_WINDOW_MODE,LONDON,MID,145.4793,SHORT,HIGH,M5,UPWARD_SWEEP,5174.29,5186.51,2026-01-30T09:10:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5186.51,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,True,False,0.1,,,,,,,,,5188.51,5190.51,False,False,,,527.9,392.8,160.7,451.8,631.0,0.0,0.0,3.0,5.0,63.0,True,False,True,2445.2,0.0,141.0,,True,True,True,True,True,True,False,False,False,False,0,GOOD,GOOD_FAST_REACTION,,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|FAST_100P_REACTION,,examples/sample_021.html
CANDIDATE,sample_022,XAUUSD,2026-02-02T11:15:00+00:00,CANDIDATE_WINDOW_MODE,LONDON,MID,191.7493,SHORT,HIGH,M5,UPWARD_SWEEP,4651.09,4658.22,2026-02-02T11:10:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4690.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,4692.0,4694.0,True,True,13.0,13.0,637.1,-116.9,-101.3,-332.9,-830.0,0.0,0.0,0.0,0.0,,True,False,True,637.7,1226.4,6.0,211.0,True,True,True,True,False,True,True,True,False,True,5,GOOD,GOOD_FAST_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL|FAST_100P_REACTION,,examples/sample_022.html
CANDIDATE,sample_023,XAUUSD,2026-02-02T16:15:00+00:00,CANDIDATE_WINDOW_MODE,NEW_YORK,MID,191.7493,SHORT,HIGH,M5,UPWARD_SWEEP,4728.82,4738.71,2026-02-02T16:10:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,UNKNOWN_ENTRY_LEVEL,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,True,True,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_ENTRY_LEVEL,,UNKNOWN_ENTRY_LEVEL|EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,ENTRY_DIRECTION_CONFLICT,examples/sample_023.html
CANDIDATE,sample_024,XAUUSD,2026-02-06T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA_OPEN,HIGH,268.2907,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,4759.71,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,DIRECTION_NOT_INFERRED,examples/sample_024.html
CANDIDATE,sample_025,XAUUSD,2026-02-10T01:00:00+00:00,CANDIDATE_WINDOW_MODE,ASIA_OPEN,HIGH,285.215,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,UNKNOWN_ENTRY_LEVEL,,UNKNOWN,UNKNOWN,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,True,True,False,0.1,,,,,,,,,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_ENTRY_LEVEL,,UNKNOWN_ENTRY_LEVEL|DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,examples/sample_025.html
CANDIDATE,sample_026,XAUUSD,2026-03-02T12:00:00+00:00,CANDIDATE_WINDOW_MODE,NEW_YORK,MID,123.9536,LONG,HIGH,M5,DOWNWARD_SWEEP,5388.37,5387.29,2026-03-02T11:50:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5390.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,True,False,0.1,,,,,,,,,5388.0,5386.0,True,True,1.0,2.0,-76.7,-4.3,22.9,26.7,-2.9,36.0,44.0,211.0,,,False,True,False,267.2,144.9,211.0,105.0,True,True,True,False,False,True,True,True,False,True,13,GOOD,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,examples/sample_026.html
CANDIDATE,sample_027,XAUUSD,2026-03-02T16:30:00+00:00,CANDIDATE_WINDOW_MODE,NEW_YORK,MID,123.9536,LONG,MEDIUM,M5,DOWNWARD_SWEEP,5307.27,5306.94,2026-03-02T16:30:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5324.65,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,True,False,0.1,,,,,,,,,5322.65,5320.65,True,True,1.0,1.0,26.9,149.6,-24.5,169.0,-286.0,0.0,0.0,9.0,,,True,False,True,313.1,638.8,13.0,92.0,True,True,True,False,False,True,True,True,False,True,10,GOOD,GOOD_FAST_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|FAST_100P_REACTION,,examples/sample_027.html
