sample_id,symbol,anchor_timestamp,direction,c1_source,c1_timeframe,c1_priority,c1_level_type,c1_level_price,c1_swing_time,c1_known_at,sweep_timestamp,sweep_price,reaction_zone_type,reaction_zone_low,reaction_zone_high,reaction_zone_detected_at,round_level,round_distance_pips,liquidity_confluence_config,liquidity_confluence_distance_pips,entry_level_price,entry_level_source,session,chart_path,html_path,reason_codes,limitations
v3_sample_022,XAUUSD,2026-04-30T03:05:00+00:00,SHORT,DAILY_SWING,D1,HIGH,SWING_HIGH,4549.92,2025-12-26T00:00:00+00:00,2025-12-30T00:00:00+00:00,2026-04-30T01:45:00+00:00,4551.73,IFVG,4552.67,4560.15,2026-04-29T19:40:00+00:00,4550.0,0.8,CONFIG_B_DAILY_M15_SWEEP,10.3,4556.41,IFVG,ASIA,charts/v3_sample_022.svg,examples/v3_sample_022.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_HIGH_SWEPT|C5_SHORT_FROM_HIGH_SWEEP|C2_IFVG_LAST_COMPLETED_PRE_ANCHOR_RETEST|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_B_DAILY_SWING_M15_SWEEP|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
v3_sample_023,XAUUSD,2026-05-06T22:50:00+00:00,LONG,DAILY_SWING,D1,HIGH,SWING_LOW,4698.62,2026-04-09T00:00:00+00:00,2026-04-11T00:00:00+00:00,2026-05-06T21:30:00+00:00,4686.84,IFVG,4695.72,4696.57,2026-05-06T22:25:00+00:00,4700.0,13.8,CONFIG_B_DAILY_M15_SWEEP,10.0,4696.15,IFVG,OTHER,charts/v3_sample_023.svg,examples/v3_sample_023.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_LOW_SWEPT|C5_LONG_FROM_LOW_SWEEP|C2_IFVG_LAST_COMPLETED_PRE_ANCHOR_RETEST|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_B_DAILY_SWING_M15_SWEEP|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
v3_sample_024,XAUUSD,2026-05-08T02:35:00+00:00,LONG,DAILY_SWING,D1,HIGH,SWING_LOW,4698.62,2026-04-09T00:00:00+00:00,2026-04-11T00:00:00+00:00,2026-05-08T01:15:00+00:00,4689.38,FVG,4693.86,4695.89,2026-05-08T02:30:00+00:00,4700.0,13.8,CONFIG_B_DAILY_M15_SWEEP,6.6,4694.88,FVG,ASIA_OPEN,charts/v3_sample_024.svg,examples/v3_sample_024.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_LOW_SWEPT|C5_LONG_FROM_LOW_SWEEP|C2_FVG_FIRST_PRE_ANCHOR_TOUCH_UNMITIGATED_BEFORE_TOUCH|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_B_DAILY_SWING_M15_SWEEP|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
v3_sample_025,XAUUSD,2026-05-08T04:05:00+00:00,LONG,DAILY_SWING,D1,HIGH,SWING_LOW,4698.62,2026-04-09T00:00:00+00:00,2026-04-11T00:00:00+00:00,2026-05-08T02:45:00+00:00,4697.74,IFVG,4697.57,4698.3,2026-05-07T08:10:00+00:00,4700.0,13.8,CONFIG_B_DAILY_M15_SWEEP,8.0,4697.93,IFVG,ASIA,charts/v3_sample_025.svg,examples/v3_sample_025.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_LOW_SWEPT|C5_LONG_FROM_LOW_SWEEP|C2_IFVG_LAST_COMPLETED_PRE_ANCHOR_RETEST|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_B_DAILY_SWING_M15_SWEEP|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
v3_sample_026,XAUUSD,2026-05-12T17:20:00+00:00,LONG,DAILY_SWING,D1,HIGH,SWING_LOW,4698.62,2026-04-09T00:00:00+00:00,2026-04-11T00:00:00+00:00,2026-05-12T16:00:00+00:00,4695.23,IFVG,4693.04,4695.9,2026-05-12T16:45:00+00:00,4700.0,13.8,CONFIG_B_DAILY_M15_SWEEP,5.3,4694.47,IFVG,NEW_YORK,charts/v3_sample_026.svg,examples/v3_sample_026.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_LOW_SWEPT|C5_LONG_FROM_LOW_SWEEP|C2_IFVG_LAST_COMPLETED_PRE_ANCHOR_RETEST|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_B_DAILY_SWING_M15_SWEEP|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
v3_sample_027,XAUUSD,2026-05-13T07:05:00+00:00,LONG,DAILY_SWING,D1,HIGH,SWING_LOW,4698.62,2026-04-09T00:00:00+00:00,2026-04-11T00:00:00+00:00,2026-05-13T05:45:00+00:00,4692.81,FVG,4694.37,4695.05,2026-05-13T06:30:00+00:00,4700.0,13.8,CONFIG_B_DAILY_M15_SWEEP,4.6,4694.71,FVG,LONDON,charts/v3_sample_027.svg,examples/v3_sample_027.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_LOW_SWEPT|C5_LONG_FROM_LOW_SWEEP|C2_FVG_FIRST_PRE_ANCHOR_TOUCH_UNMITIGATED_BEFORE_TOUCH|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_B_DAILY_SWING_M15_SWEEP|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
v3_sample_028,XAUUSD,2026-05-13T13:45:00+00:00,LONG,DAILY_SWING,D1,HIGH,SWING_LOW,4698.62,2026-04-09T00:00:00+00:00,2026-04-11T00:00:00+00:00,2026-05-13T12:25:00+00:00,4686.43,IFVG,4693.04,4695.9,2026-05-12T16:45:00+00:00,4700.0,13.8,CONFIG_B_DAILY_M15_SWEEP,2.5,4694.47,IFVG,NEW_YORK,charts/v3_sample_028.svg,examples/v3_sample_028.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_LOW_SWEPT|C5_LONG_FROM_LOW_SWEEP|C2_IFVG_LAST_COMPLETED_PRE_ANCHOR_RETEST|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_B_DAILY_SWING_M15_SWEEP|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
v3_sample_029,XAUUSD,2026-05-14T13:15:00+00:00,LONG,DAILY_SWING,D1,HIGH,SWING_LOW,4698.62,2026-04-09T00:00:00+00:00,2026-04-11T00:00:00+00:00,2026-05-14T11:55:00+00:00,4693.05,FVG,4697.28,4698.37,2026-05-14T12:55:00+00:00,4700.0,13.8,CONFIG_A_H4_INTERNAL_M1_EXTERNAL,5.0,4697.82,FVG,NEW_YORK,charts/v3_sample_029.svg,examples/v3_sample_029.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_LOW_SWEPT|C5_LONG_FROM_LOW_SWEEP|C2_FVG_FIRST_PRE_ANCHOR_TOUCH_UNMITIGATED_BEFORE_TOUCH|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_A_H4_INTERNAL_LTF_EXTERNAL|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
v3_sample_030,XAUUSD,2026-05-14T15:50:00+00:00,LONG,DAILY_SWING,D1,HIGH,SWING_LOW,4698.62,2026-04-09T00:00:00+00:00,2026-04-11T00:00:00+00:00,2026-05-14T14:30:00+00:00,4690.81,IFVG,4697.28,4698.37,2026-05-14T12:55:00+00:00,4700.0,13.8,CONFIG_A_H4_INTERNAL_M1_EXTERNAL,8.0,4697.82,IFVG,NEW_YORK_OPEN,charts/v3_sample_030.svg,examples/v3_sample_030.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_LOW_SWEPT|C5_LONG_FROM_LOW_SWEEP|C2_IFVG_LAST_COMPLETED_PRE_ANCHOR_RETEST|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_A_H4_INTERNAL_LTF_EXTERNAL|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
v3_sample_031,XAUUSD,2026-05-15T22:20:00+00:00,SHORT,DAILY_SWING,D1,HIGH,SWING_HIGH,4549.92,2025-12-26T00:00:00+00:00,2025-12-30T00:00:00+00:00,2026-05-15T21:00:00+00:00,4561.36,FVG,4552.24,4554.32,2026-05-15T22:15:00+00:00,4550.0,0.8,CONFIG_B_DAILY_M15_SWEEP,12.9,4553.28,FVG,OTHER,charts/v3_sample_031.svg,examples/v3_sample_031.html,C1_AGED_D1_OR_H1_SWING|C1_SWING_HIGH_SWEPT|C5_SHORT_FROM_HIGH_SWEEP|C2_FVG_FIRST_PRE_ANCHOR_TOUCH_UNMITIGATED_BEFORE_TOUCH|ANCHOR_CANDLE_EXCLUDED|C3_NUMBER_THEORY_CONFLUENCE|C4_CONFIG_B_DAILY_SWING_M15_SWEEP|C5_DIRECTION_INFERENCE_UNAMBIGUOUS_BEYOND_SWEEP,
